Personnel No.,Entry,Action type,Personnel Subarea,Personnel Area,Chngd on,Reason for action,Leaving date,Cost Ctr,Cost Center,Functional Area,Gender Key,Birth date,Job
60533816,8/31/2015,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,1/26/2017,V0 Resignation unknown/Other,1/20/2017,80670,Curing,,Male,12/8/1991,Crew Member SMT-002
60533818,8/31/2015,30 Termination,Fort Mill-PLT,US-SC-Fort Mill-CTNA Prod,3/9/2017,V3 Accepted other employment,3/9/2017,999HR,HR Dummy-CoCd515 Emp,,Female,12/19/1985,Inside Sales Administrato
60533820,8/31/2015,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,10/11/2017,V2 Unable to return to work,10/10/2017,22080,MV CF Pass F.F.,,Male,4/7/1987,Inspector I
60533830,7/10/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,6/29/2017,V3 Accepted other employment,6/29/2017,2301203050,EBA2 Crush ring ass.,,Male,2/13/1964,Operator SOM-002
60533865,4/3/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,4/7/2017,V3 Accepted other employment,4/6/2017,2301203070,BM Material Handler,,Male,11/18/1994,Material Handler SOM-004
60533877,5/8/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,6/29/2017,V9 Job dissatisfaction,6/30/2017,2301202060,Ext Ass Mat Handler,,Male,11/22/1977,Material Handler SOM-004
60533903,1/18/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,5/23/2017,V3 Accepted other employment,5/16/2017,12170,MV Tire Assembly PLT,,Male,6/19/1985,Tire Builder Operator MVN-222
60533941,6/27/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,9/20/2017,V5 Job abandonment,9/18/2017,2301203030,BM Machine&Proctect,,Male,7/9/1973,Group Leader SOM-006
60533948,11/14/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,3/10/2017,V8 Relocation,3/10/2017,2301258210,QC Inspection,,Female,10/25/1964,Quality Inspector I SOM-003
60533951,2/22/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,5/3/2017,V5 Job abandonment,4/21/2017,2301202050,Ext Asse. Labor AIS,,Male,9/24/1988,Assembler SOM-001
60533990,6/6/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,8/31/2017,V8 Relocation,8/30/2017,2301258210,QC Inspection,,Male,8/22/1946,Quality Inspector I SOM-003
60533992,2/15/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/8/2017,I2 Disciplinary action,8/7/2017,12170,MV Tire Assembly PLT,,Male,10/4/1968,Truck Driver MVN-203
60534054,9/28/2015,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2/28/2017,I2 Disciplinary action,2/20/2017,80640,Cutting,,Male,10/15/1979,Cutting/Slitting Machine Operator SMT-00
60534063,11/28/2016,30 Termination,Barnsville,US-GA-Barnsville-CTNA Aldora,8/30/2017,V3 Accepted other employment,8/28/2017,18390,AD Direct Cabling,,Male,12/8/1989,Utility Cabler ALD-001
60534084,12/7/2015,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,10/10/2017,V3 Accepted other employment,10/8/2017,12610,MV PLT Tire Reliabil,,Female,9/12/1978,Inspector MVN-002
60534136,10/12/2015,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,3/1/2017,I2 Disciplinary action,2/21/2017,70630,Calendering,,Male,3/28/1991,Crew Member SMT-002
60534139,10/12/2015,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,6/27/2017,V3 Accepted other employment,6/22/2017,71020,RM Warehouse,,Male,11/21/1971,Material Handler SMT-002
60534157,10/12/2015,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,1/25/2017,I5 Excessive absenteeism,1/23/2017,80670,Curing,,Male,9/24/1991,Crew Member SMT-002
60534165,7/21/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,8/28/2017,12050,MV CVT  Processing,,Male,6/7/1994,Cutting/Slitting Machine Operator MVN-11
60534192,5/15/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,4/14/2017,V3 Accepted other employment,4/13/2017,2301202060,Ext Ass Mat Handler,,Male,2/11/1990,Material Handler SOM-004
60534197,5/23/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,9/25/2017,V3 Accepted other employment,9/22/2017,2301208130,Internal Logistics,,Male,5/11/1988,Group Leader SOM-005
60534255,10/26/2015,30 Termination,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,5/5/2017,T5 End of intership,5/19/2017,99656,HQ Accounting Tire,,Male,5/27/1995,Intern/Student Program - Non Technical
60534256,11/2/2015,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,1/10/2017,V5 Job abandonment,1/6/2017,80670,Curing,,Female,3/22/1973,Material Handler SMT-002
60534257,11/2/2015,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,7/21/2017,V5 Job abandonment,6/25/2017,80680,Final Finishing,,Female,7/27/1991,Curing / Final Finish Operator SMT-003
60534273,10/2/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,10/9/2017,12250,MV Pass/LT F.F.,,Female,6/29/1974,Rework/Repair Operator Final Finish MVN-
60534290,9/26/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,6/19/2017,V5 Job abandonment,6/13/2017,2301202050,Ext Asse. Labor AIS,,Male,12/29/1995,Assembler SOM-001
60534298,11/2/2015,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/21/2017,V3 Accepted other employment,8/17/2017,22200,MV Plant IV QA Contr,,Male,8/18/1979,Quality Technician II
60534314,11/2/2015,30 Termination,Fort Mill-PLT,US-SC-Fort Mill-CTNA,6/16/2017,T5 End of intership,6/12/2017,,,,Female,11/10/1994,
60534316,5/2/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,6/23/2017,V3 Accepted other employment,6/23/2017,2301202030,Ext Mat Prep Labor A,,Female,5/27/1991,Operator SOM-001
60534317,11/2/2015,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,5/15/2017,V3 Accepted other employment,5/12/2017,12260,MV PII Truck Curing,,Male,1/7/1994,Set Up Technician III
60534342,9/11/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,10/3/2017,12240,MV Pass/LT Curing,,Male,5/17/1991,
60534350,11/16/2015,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,3/6/2017,V0 Resignation unknown/Other,2/27/2017,80670,Curing,,Male,9/3/1985,Crew Member SMT-002
60534352,11/9/2015,30 Termination,Houston,US-TX-Houston-CT Oil & Marine,9/6/2017,I3 Performance,9/5/2017,3301935000,Sales,,Male,8/16/1978,Engineering Analyst
60534370,5/9/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/15/2017,V0 Resignation unknown/Other,8/14/2017,12240,MV Pass/LT Curing,,Male,6/29/1993,Press Operator MVN-212
60534371,2/15/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,3/28/2017,I5 Excessive absenteeism,3/26/2017,12240,MV Pass/LT Curing,,Male,2/13/1991,Press Operator MVN-212
60534377,5/22/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,6/20/2017,12250,MV Pass/LT F.F.,,Male,7/10/1955,
60534397,7/12/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,9/6/2017,12030,MV Mixing,,Male,8/9/1996,
60534398,8/22/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,9/26/2017,V3 Accepted other employment,9/23/2017,2301203050,EBA2 Crush ring ass.,,Male,7/2/1967,Operator SOM-002
60534400,6/12/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,8/31/2017,IM Migration term.involuntary,8/28/2017,2301202050,Ext Asse. Labor AIS,,Male,3/15/1967,Assembler SOM-001
60534431,6/6/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,7/14/2017,I5 Excessive absenteeism,7/13/2017,12050,MV CVT  Processing,,Male,4/12/1983,Extruder Machine Operator MVN-223
60534432,4/11/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/11/2017,V8 Relocation,8/9/2017,12570,MV Shipping and Whse,,Female,4/11/1983,Material Handler MVN-002
60534433,3/14/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,6/9/2017,V3 Accepted other employment,6/8/2017,22060,MV CF Tire Assem PLT,,Male,1/26/1975,Truck Driver MVN-203
60534447,6/5/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,6/26/2017,V3 Accepted other employment,6/19/2017,2301203040,Weld-Perif/Frimo/KLN,,Female,9/10/1985,Operator SOM-002
60534479,11/30/2015,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,8/8/2017,V3 Accepted other employment,8/7/2017,80670,Curing,,Male,2/21/1980,Supervisor Production Area
60534480,11/30/2015,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,1/17/2017,I5 Excessive absenteeism,1/12/2017,80660,Tire Building,,Male,12/11/1991,Material Handler SMT-002
60534481,11/30/2015,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,3/6/2017,I5 Excessive absenteeism,2/22/2017,80660,Tire Building,,Male,6/9/1990,Tire Builder Operator SMT-004
60534482,11/30/2015,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,1/10/2017,V8 Relocation,1/6/2017,70210,Recruitment,,Female,9/11/1988,HR Assistant II
60534512,7/25/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,1/27/2017,I4 Failed probation period,1/21/2017,12170,MV Tire Assembly PLT,,Female,12/30/1990,Tire Builder Operator MVN-222
60900361,10/23/2009,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,1/25/2017,1862078,OCCUPANCY,PR,unknown,,
60900589,5/26/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,7/10/2017,V0 Resignation unknown/Other,6/29/2017,54-1202,Prodn Line Cost Coll,,Female,1/22/1991,Manufacturing Associate I
60902764,2/28/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,4/26/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60903665,8/16/2005,32 Termination external,Culpeper,US-VA-Culpeper-CAS Inc.,,V0 Resignation unknown/Other,2/10/2017,,,,Female,,
60904652,8/22/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,9/14/2017,161150,Bracketing,,unknown,,
60905042,4/2/2007,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,9/28/2017,1862078,OCCUPANCY,PR,unknown,,Temporary / Contingent
60905418,8/12/2013,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,4/11/2017,54-1202,Prodn Line Cost Coll,QM,unknown,,Temporary / Contingent
60905706,11/4/2013,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-0700,Bldg/Facility COMMON,FM,unknown,,
60906114,3/20/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,10/10/2017,V0 Resignation unknown/Other,10/8/2017,54-1202,Prodn Line Cost Coll,,Female,8/5/1967,Manufacturing Associate I
60906184,3/31/2014,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2/8/2017,54-0700,Bldg/Facility COMMON,FM,unknown,,Temporary / Contingent
60906353,6/27/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,8/22/2017,54-0700,Bldg/Facility COMMON,,unknown,,Temporary / Contingent
60906632,3/16/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,5/25/2017,V0 Resignation unknown/Other,5/25/2017,54-4362,COM Recv / Frt / Dut,,Male,7/8/1967,Material Handler I
60907143,3/15/2016,30 Termination,Morganton,US-NC-Morganton-CAS Inc.,8/22/2017,V0 Resignation unknown/Other,8/18/2017,161158,Fin. Ably MK25E MOD7,,Male,12/21/1989,Material Handler
60907482,3/15/2016,30 Termination,Morganton,US-NC-Morganton-CAS Inc.,8/4/2017,I2 Disciplinary action,7/26/2017,161159,Fin. Ably MK100 MOD9,,Male,12/15/1992,Material Handler
60907692,8/9/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-1202,Prodn Line Cost Coll,PR,unknown,,Temporary / Contingent
60907825,4/25/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,3/29/2017,V0 Resignation unknown/Other,3/24/2017,54-1202,Prodn Line Cost Coll,,Male,9/22/1968,Manufacturing Associate I
60907849,1/30/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2/3/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60907966,5/19/2015,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/4/2017,54-5500,Controlling COMMON,PR,unknown,,
60908033,3/15/2016,30 Termination,Morganton,US-NC-Morganton-CAS Inc.,10/11/2017,V3 Accepted other employment,10/10/2017,161158,Fin. Ably MK25E MOD7,,Male,11/19/1990,Material Handler
60908162,10/18/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,3/26/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908193,1/4/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2/14/2017,V3 Accepted other employment,2/6/2017,54-1202,Prodn Line Cost Coll,,Male,5/21/1986,Manufacturing Associate I
60908210,7/11/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,10/10/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908272,4/25/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/16/2017,T2 Family issues,8/15/2017,54-1202,Prodn Line Cost Coll,,Male,6/28/1964,Manufacturing Associate I
60908315,1/4/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,5/1/2017,V5 Job abandonment,4/26/2017,54-1202,Prodn Line Cost Coll,,Male,11/22/1982,Manufacturing Associate I
60908345,4/25/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,7/14/2017,V0 Resignation unknown/Other,7/11/2017,54-1202,Prodn Line Cost Coll,,Male,5/7/1988,Manufacturing Associate I
60908390,8/4/2015,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2/21/2017,54-0700,Bldg/Facility COMMON,PR,unknown,,
60908392,2/21/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,6/20/2017,54-0700,Bldg/Facility COMMON,,unknown,,Temporary / Contingent
60908401,6/19/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,7/11/2017,1862430,PROTOTYPE,,unknown,,Temporary / Contingent
60908459,7/11/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,7/18/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908461,2/1/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,5/23/2017,V0 Resignation unknown/Other,5/18/2017,54-1202,Prodn Line Cost Coll,,Female,12/20/1995,Manufacturing Associate I
60908462,4/11/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,6/15/2017,V5 Job abandonment,6/14/2017,54-1202,Prodn Line Cost Coll,,Male,12/21/1993,Manufacturing Associate I
60908465,11/29/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,9/5/2017,V5 Job abandonment,9/2/2017,54-1202,Prodn Line Cost Coll,,Female,3/13/1997,Manufacturing Associate I
60908486,7/18/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,6/22/2016,V0 Resignation unknown/Other,10/10/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908498,5/23/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,7/23/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908543,2/1/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,6/30/2017,V2 Unable to return to work,6/28/2017,54-1202,Prodn Line Cost Coll,,Female,4/25/1972,Manufacturing Associate I
60908548,11/7/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,8/15/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908573,4/11/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,7/26/2017,T2 Family issues,7/20/2017,54-1202,Prodn Line Cost Coll,,Female,6/12/1988,Manufacturing Associate I
60908584,11/4/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,8/30/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908645,9/29/2015,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-1202,Prodn Line Cost Coll,PR,unknown,,
60908663,11/29/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,5/17/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908668,11/14/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/25/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908678,9/12/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,10/2/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908724,7/26/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,5/6/2017,54-1202,Prodn Line Cost Coll,QM,unknown,,Temporary / Contingent
60908733,10/13/2015,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,3/3/2017,54-0700,Bldg/Facility COMMON,PR,unknown,,
60908738,2/13/2017,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,8/30/2017,V1 Mutual agreement,8/29/2017,1862177,PRODUCTION ADMIN,,Male,7/19/1993,Material Handler
60908754,10/20/2015,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/25/2017,54-1202,Prodn Line Cost Coll,PR,unknown,,
60908766,12/6/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/10/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908769,12/13/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,10/10/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908799,4/11/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,3/8/2017,I5 Excessive absenteeism,3/7/2017,54-1202,Prodn Line Cost Coll,,Male,1/3/1981,Manufacturing Associate I
60908801,10/27/2015,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-1202,Prodn Line Cost Coll,PR,unknown,,
60908871,4/11/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,8/11/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908872,11/3/2015,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-4362,COM Recv / Frt / Dut,OP,unknown,,
60908901,4/25/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,6/2/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908912,10/25/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2/23/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908966,1/24/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2/28/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60908979,1/26/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,4/27/2017,I2 Disciplinary action,4/26/2017,54-1202,Prodn Line Cost Coll,,Female,10/3/1997,Manufacturing Associate I
60908984,12/13/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,8/1/2017,54-4362,COM Recv / Frt / Dut,,unknown,,Temporary / Contingent
60908987,5/26/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,3/6/2017,I5 Excessive absenteeism,2/27/2017,54-1202,Prodn Line Cost Coll,,Female,11/21/1995,Manufacturing Associate I
60909003,8/15/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,9/3/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60909008,12/2/2015,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,3/9/2017,1862177,PRODUCTION ADMIN,PR,unknown,,
60909012,5/1/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,5/14/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60909024,3/14/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,10/11/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60909029,3/28/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,7/5/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60909032,12/8/2015,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-1202,Prodn Line Cost Coll,PR,unknown,,
60909046,12/22/2015,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,7/12/2017,54-1202,Prodn Line Cost Coll,OP,unknown,,
60005273,9/17/2011,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,11/9/2016,VE End of assignment,9/30/2017,164720,Purchasing,,Male,9/8/1985,Buyer
60006150,1/5/2016,30 Termination,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,2/9/2017,VE End of assignment,9/30/2017,57-8024,CU650 Regensberg,,Male,12/7/1986,Software Engineer
60045870,6/21/2010,30 Termination,Troy CA,US-MI-Troy-CAS Inc.,10/6/2017,V3 Accepted other employment,10/13/2017,205-B973,I BS RD BCM2 EE,,Male,1/14/1981,Sr Electrical Engineer
60046688,1/7/2013,30 Termination,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,10/16/2017,V3 Accepted other employment,10/13/2017,57-6445,P TR E T&P BSW,,Male,8/4/1988,Software Engineer
60047905,9/1/2014,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,9/22/2017,VE End of assignment,9/30/2017,1864476,FOUNDATION SALES,,Male,8/2/1978,Director Sales
60532282,2/1/2007,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,9/22/2017,VE End of assignment,9/30/2017,2301219130,Prod Sup BM,,Male,6/27/1981,Manager Manufacturing Operations
60000794,2/22/2016,30 Termination,Fort Mill-CVT,US-SC-Fort Mill-CTNA,10/9/2017,V0 Resignation unknown/Other,10/13/2017,99173,HQ Com-Buyline,,Female,3/1/1993,Inside Sales Administrato
60004095,9/19/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,10/17/2017,V3 Accepted other employment,10/17/2017,12170,MV Tire Assembly PLT,,Male,1/17/1990,Supervisor Production Lin
60004162,2/25/2013,30 Termination,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,9/22/2017,VE End of assignment,9/30/2017,57-6411,I IC RD SP Syst Test,,Male,11/30/1988,Test Engineer
